text,cat
"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau)
Subject: Re: Gospel Dating
Organization: Technical University Braunschweig, Germany
Lines: 102

In article <66020@mimsy.umd.edu>
mangoe@cs.umd.edu (Charley Wingate) writes:
 
>Assuming you are presenting it accurately, I don't see how this argument
>really leads to any firm conclusion.  The material in John (I'm not sure
>exactly what is referred to here, but I'll take for granted the similarity
>to the Matt./Luke ""Q"" material) IS different; hence, one could have almost
>any relationship between the two, right up to John getting it straight from
>Jesus' mouth.
>
 
No, the argument says John has known Q, ie a codified version of the logia,
and not the original, assuming that there has been one. It has weaknesses,
of course, like that John might have known the original, yet rather referred
to Q in his text, or that the logia were given in a codified version in
the first place.
 
The argument alone does not allow a firm conclusion, but it fits well into
the dating usually given for the gospels.
 
 
>>We are talking date of texts here, not the age of the authors. The usual
>>explanation for the time order of Mark, Matthew and Luke does not consider
>>their respective ages. It says Matthew has read the text of Mark, and Luke
>>that of Matthew (and probably that of Mark).
>
>The version of the ""usual theory"" I have heard has Matthew and Luke
>independently relying on Mark and ""Q"".  One would think that if Luke relied
>on Matthew, we wouldn't have the grating inconsistencies in the geneologies,
>for one thing.
>
 
Not necessarily, Luke may have trusted the version he knew better than the
version given by Matthew. Improving on Matthew would give a motive, for
instance.
 
As far as I know, the theory that Luke has known Matthew is based on a
statistical analysis of the texts.
 
 
>>As it is assumed that John knew the content of Luke's text. The evidence
>>for that is not overwhelming, admittedly.
>
>This is the part that is particularly new to me.  If it were possible that
>you could point me to a reference, I'd be grateful.
>
 
Yep, but it will take another day or so to get the source. I hope your German
is good enough. :-)
 
 
>>>Unfortunately, I haven't got the info at hand.  It was (I think) in the late
>>>'70s or early '80s, and it was possibly as old as CE 200.
>
>>When they are from about 200, why do they shed doubt on the order on
>>putting John after the rest of the three?
>
>Because it closes up the gap between (supposed) writing and the existing
>copy quit a bit.  The further away from the original, the more copies can be
>written, and therefore survival becomes more probable.
>
 
I still do not see how copies from 200 allow to change the dating of John.
 
 
>>That John was a disciple is not generally accepted. The style and language
>>together with the theology are usually used as counterargument.
>
>I'm not really impressed with the ""theology"" argument.  But I'm really
>pointing this out as an ""if"".  And as I pointed out earlier, one cannot make
>these arguments about I Peter; I see no reason not to accept it as an
>authentic letter.
>
 
Yes, but an if gives only possibilities and no evidence. The authencity of
many letters is still discussed. It looks as if conclusions about them are not
drawn because some pet dogmas of the churches would probably fall with them as
well.
 
 
>>One step and one generation removed is bad even in our times. Compare that
>>to reports of similar events in our century in almost illiterate societies.
>
>The best analogy would be reporters talking to the participants, which is
>not so bad.
>
 
Well, rather like some newsletter of a political party reporting from the
big meeting. Not necessarily wrong, but certainly bad.
 
 
>>In other words, one does not know what the original of Mark did look like
>>and arguments based on Mark are pretty weak.
>
>But the statement of divinity is not in that section, and in any case, it's
>agreed that the most important epistles predate Mark.
 
Yes, but the accuracy of their tradition is another problem.
 
Question: Are there letters not from Paul and predating Mark claiming the
divinity of Jesus?
   Benedikt
",0
"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: space news from Feb 15 AW&ST
Organization: U of Toronto Zoology
Lines: 23

In article <1993Apr23.155313.4220@dazixco.ingr.com> jbreed@ingr.com writes:
>|> [Pluto's] atmosphere will start to freeze out around 2010, and after about
>|> 2005 increasing areas of both Pluto and Charon will be in permanent
>|> shadow that will make imaging and geochemical mapping impossible.
>
>Where does the shadow come from?  There's nothing close enough to block
>sunlight from hitting them.  I wouldn't expect there to be anything block
>our view of them either.  What am I missing?

You're assuming that their normal rotation carries all areas of the surface
into sunlight.  Not so.  Even on Earth, each pole gets several weeks without
sunlight in mid-winter.  Pluto and Charon have much more extreme axial
tilt and a much longer orbit.  Pluto's north pole, for example, gets over
a century of darkness followed by over a century of perpetual light.

At the moment, we're in luck -- Pluto and Charon are just past their
equinox, when the Sun was just on the horizon at both poles (of each).
If we get probes there soon, only the immediate vicinity of one pole
(on each) will be in long-term shadow.  This will get steadily worse the
longer we wait.
-- 
All work is one man's work.             | Henry Spencer @ U of Toronto Zoology
                    - Kipling           |  henry@zoo.toronto.edu  utzoo!henry
",1
"From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: DC-X: Vehicle Nears Flight Test
Organization: Texas Instruments Inc
Lines: 14

In <1993Apr5.191011.1@aurora.alaska.edu> nsmca@aurora.alaska.edu writes:

>Since the DC-X is to take off horizontal, why not land that way??
>Why do the Martian Landing thing..  Or am I missing something.. Don't know to
>much about DC-X and such.. (overly obvious?).

You missed something.  I think it takes off vertically and is intended
to land the same way.

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",1
"From: baalke@kelvin.jpl.nasa.gov (Ron Baalke)
Subject: HST Servicing Mission Scheduled for 11 Days
Organization: Jet Propulsion Laboratory
Lines: 88
Distribution: world
NNTP-Posting-Host: kelvin.jpl.nasa.gov
Keywords: HST
News-Software: VAX/VMS VNEWS 1.41    

Ed Campion
Headquarters, Washington, D.C.                             April 23, 1993
(Phone:  202/358-1780)

Kyle Herring
Johnson Space Center, Houston
(Phone:  713/483-5111)

RELEASE:  93-76

HUBBLE TELESCOPE SERVICING MISSION SCHEDULED FOR ELEVEN DAYS

	The December flight of Endeavour on Space Shuttle mission STS-61 to
service the Hubble Space Telescope (HST) has been scheduled as an 11 day
mission designed to accommodate a record five spacewalks with the capability
for an additional two, if needed.

	The decision to schedule five extravehicular activities, or EVAs, was
reached following extensive evaluations of underwater training, maneuver times
required using the Shuttle's robot arm based on software simulations and actual
EVA tasks on previous missions.

	""Basically what we've done by going to five EVAs rather than three is
to repackage our margin so that we have the capability to respond to the
dynamics, or unknowns, of spacewalks,"" Mission Director Randy Brinkley said.
""It improves the probabilities for mission success while providing added
flexibility and adaptability for reacting to real-time situations.""

	In laying out the specific tasks to be completed on each of the
spacewalks, officials have determined that changing out the gyros, solar arrays
and the Wide Field/Planetary Camera (WF/PC) and installing the Corrective
Optics Space Telescope Axial Replacement (COSTAR) are priority objectives
during the mission.

	""When we looked at accomplishing all of the tasks, highest through
lowest priority, and recognizing that the major tasks -- gyros, solar arrays,
WF/PC and COSTAR -- would consume most of the time set aside for each
spacewalk, five EVAs were deemed appropriate,"" said Milt Heflin, Lead Flight
Director for the mission.

	While the five spacewalks will be unprecedented, the use of two
alternating spacewalk teams will alleviate placing more stress on the crew than
previous missions requiring two, three or four EVAs.

	""We have paid close attention to lessons learned during previous
spacewalks and factored these into our timeline estimates for five EVAs,""
Heflin said.  ""In planning for all Space Shuttle missions, it is necessary to
formulate a work schedule that represents as realistic a timeline as possible
to accomplish the mission objectives.""

	Planning currently calls for at least five water tank training sessions
that include support from the Mission Control Center, called joint integrated
simulations, lasting between 10 and 36 hours.  In addition, many stand alone
underwater training ""runs"" will practice individual tasks in each spacewalk.

	Various refinements to the specific tasks on each spacewalk will be
made based on actual training experience during the months prior to the
mission.  Also, lessons learned from other spacewalks leading up to the flight
will be valuable in assisting the STS-61 crew in its training techniques.

	Endeavour's June flight and Discovery's July mission both will include
spacewalks to evaluate some of the unique tools to be used on the HST mission.
The evaluations will help in better understanding the differences between the
actual weightlessness of space and the ground training in the water tanks at
the Johnson Space Center, Houston, and the Marshall Space Flight Center,
Huntsville, Ala.

	Also, the inflight spacewalking experiences will assist in gaining
further insight into the time required for the various tasks and expand the
experience levels among the astronaut corps, the flight controllers and
trainers.

	Designed to be serviced by a Space Shuttle crew, Hubble was built with
grapple fixtures and handholds to assist in the capture and repair procedures.

	The telescope was launched aboard Discovery in April 1990.  At that
time the NASA mixed fleet manifest showed the first revisit mission to HST in
1993 to change out science instruments and make any repairs that may have
become necessary.

- end -
     ___    _____     ___
    /_ /|  /____/ \  /_ /|     Ron Baalke         | baalke@kelvin.jpl.nasa.gov
    | | | |  __ \ /| | | |     Jet Propulsion Lab |
 ___| | | | |__) |/  | | |__   M/S 525-3684 Telos | The aweto from New Zealand
/___| | | |  ___/    | |/__ /| Pasadena, CA 91109 | is part caterpillar and
|_____|/  |_|/       |_____|/                     | part vegetable.

",1
"From: sysmgr@king.eng.umd.edu (Doug Mohney)
Subject: Re: Boom! Whoosh......
Organization: Computer Aided Design Lab, U. of Maryland College Park
Lines: 24
Reply-To: sysmgr@king.eng.umd.edu
NNTP-Posting-Host: queen.eng.umd.edu

In article <C5ut0z.CtG@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer) writes:
>In article <1r46ofINNdku@gap.caltech.edu> palmer@cco.caltech.edu (David M. Palmer) writes:
>>>orbiting billboard...
>>
>>I would just like to point out that it is much easier to place an
>>object at orbital altitude than it is to place it with orbital
>>velocity.  For a target 300 km above the surface of Earth,
>>you need a delta-v of 2.5 km/s.  
>Unfortunately, if you launch this from the US (or are a US citizen),
>you will need a launch permit from the Office of Commercial Space
>Transportation, and I think it may be difficult to get a permit for
>an antisatellite weapon... :-)

Well Henry, we are often reminded how CANADA is not a part of the United States
(yet).  You could have quite a commercial A-SAT, er sky-cleaning service going
in a few years. 

""Toronto SkySweepers:  Clear skies in 48 hours, or your money back.""
	   Discount rates available for astro-researchers. 



    Software engineering? That's like military intelligence, isn't it?
  -- >                  SYSMGR@CADLAB.ENG.UMD.EDU                        < --
",1
"From: ruca@pinkie.saber-si.pt (Rui Sousa)
Subject: Re: Potential World-Bearing Stars?
In-Reply-To: dan@visix.com's message of Mon, 12 Apr 1993 19:52:23 GMT
Lines: 17
Organization: SABER - Sistemas de Informacao, Lda.

In article <C5Dz7C.J0E@visix.com> dan@visix.com (Daniel Appelquist) writes:


   I'm on a fact-finding mission, trying to find out if there exists a list of
   potentially world-bearing stars within 100 light years of the Sun...
   Is anyone currently working on this sort of thing?  Thanks...

   Dan
   -- 

In principle, any star resembling the Sun (mass, luminosity) might have planets
located in a suitable orbit. There several within 100 ly of the sun. They are
single stars, for double or multiple systems might be troublesome. There's a
list located at ames.arc.nasa.gov somewhere in pub/SPACE. I think it is called
stars.dat. By the way, what kind of project, if I may know?

Rui
-- 
*** Infinity is at hand!                               Rui Sousa
*** If yours is big enough, grab it!                   ruca@saber-si.pt

                All opinions expressed here are strictly my own
",1
"From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: nuclear waste
Organization: Texas Instruments Inc
Lines: 32

In <1pp6reINNonl@phantom.gatech.edu> matthew@phantom.gatech.edu (Matthew DeLuca) writes:

>In article <841@rins.ryukoku.ac.jp> will@rins.ryukoku.ac.jp (William Reiken) writes:

>>	Well this pretty much says it.  I have gotten alot of replys to this
>>and it looks like oil is only on Earth.  So if those greedy little oil companys
>>who obviously don't give **** about it uses up all the oil then that leaves us
>>high a dry.

>Greedy little oil companies?  Don't blame them; oil companies just supply the 
>demand created by you, me, and just about everyone else on the planet.  If we
>run out, its all our faults.

He also ignores a few other things.  While organics would become
significantly more expensive were all the oil to disappear (and thus
some things would no longer be economically feasible), oil is hardly
an irreplaceable resource any more than most other consumables.  As
supply decreases, prices rise and alternatives become more
competetive.  He also needs to consider that there has been an
estimated 30 years of reserves pretty much as long as anyone has cared
about petroleum; whatever the current usage rate is, we always seem to
have about a 30 year reserve that we know about.

[I'm not sure that last figure is still true -- we tend not to look as
hard when prices are comparatively cheap -- but it was certainly true
during hte 'oil crisis' days of the 70's.]

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.
",1
"From: kmr4@po.CWRU.edu (Keith M. Ryan)
Subject: He has risen!
Organization: Case Western Reserve University
Lines: 16
NNTP-Posting-Host: b64635.student.cwru.edu



	Our Lord and Savior David Keresh has risen!


	He has been seen alive!


	Spread the word!




--------------------------------------------------------------------------------
		
		""My sole intention was learning to fly.""
",0
"From: jgreen@trumpet.calpoly.edu (James Thomas Green)
Subject: What if the USSR had reached the Moon first?
Organization: California Polytechnic State University, San Luis Obispo
Lines: 25

Suppose the Soviets had managed to get their moon rocket working
and had made it first.  They could have beaten us if either:

* Their rocket hadn't blown up on the pad thus setting them back,

and/or

* A Saturn V went boom.

If they had beaten us, I speculate that the US would have gone
head and done some landings, but we also would have been more
determined to set up a base (both in Earth Orbit and on the
Moon).  Whether or not we would be on Mars by now would depend
upon whether the Soviets tried to go.  Setting up a lunar base
would have stretched the budgets of both nations and I think
that the military value of a lunar base would outweigh the value
of going to Mars (at least in the short run).  Thus we would
have concentrated on the moon.


/~~~(-: James T. Green :-)~~~~(-: jgreen@oboe.calpoly.edu :-)~~~\ 
| ""I believe that this nation should commit itself to achieving	| 
| the goal, before this decade is out, of landing a man on the 	|
| Moon and returning him safely to the Earth.""    		|
|                  <John F. Kennedy; May 25, 1961> 		|
",1
"From: steinly@topaz.ucsc.edu (Steinn Sigurdsson)
Subject: Re: Commercial mining activities on the moon
	<1993Apr20.152819.28186@ke4zv.uucp>
	<1993Apr20.204838.13217@cs.rochester.edu>
Organization: Lick Observatory/UCO
Lines: 53
NNTP-Posting-Host: topaz.ucsc.edu
In-reply-to: dietz@cs.rochester.edu's message of 20 Apr 93 20:48:38 GMT

In article <1993Apr20.204838.13217@cs.rochester.edu> dietz@cs.rochester.edu (Paul Dietz) writes:

   In article <1993Apr20.152819.28186@ke4zv.uucp> gary@ke4zv.UUCP (Gary Coffman) writes:

    > be the site of major commercial activity. As far as we know it has no
    > materials we can't get cheaper right here on Earth or from asteroids
    > and comets, aside from the semi-mythic He3 that *might* be useful in low
    > grade fusion reactors.

   problem with 3He (aside from the difficulty in making any fusion
   reactor work) is that its concentration in lunar regolith is just so
   small -- on the order of 5 ppb or so, on average (more in some

   This thread reminds me of Wingo's claims some time ago about the moon
   as a source of titanium for use on earth.  As I recall, Wingo wasn't
 ...
   even 1% of the basalts are 5% TiO2, this is trillions of tons of TiO2
   at concentrations only a factor of 2-3 less than in lunar high-Ti
   basalts.  It is difficult to see how the disadvantages of the moon
   could be overcome by such a small increase the concentration of the
   ore (never mind the richer, but less common, terrestrial ores being
   mined today).

Why Paul, it's obvious.
Once chlorine chemistry has been banned on Earth,
as is being advocated by some groups, Ti prices will
sharply increase (we are of course not allowed to
assume any developments in Ti processing).
Lunar Ti will then be eminently competitive for
the trendy jewelry market and certain applications
of National Importance 

:-) :-) :-) 


(oops, this is sci.space... wrong rules of debate ;-)


Seriously, I'd say there is a flaw in Gary's analysis
in that he assumes an export oriented economy, maybe
the lunatics will just want some native Ti for local
use... as to why Lunar natives are cost effective, 
analysis has shown they will be critical in providing
a sheltered manufacturing base, technological innovation,
critical materials and manpower in the war between
the Allies and Central Powers in about two hundred years...

;-)

|  Steinn Sigurdsson	|I saw two shooting stars last night		|
|  Lick Observatory	|I wished on them but they were only satellites	|
| steinly@lick.ucsc.edu |Is it wrong to wish on space hardware?		|
| ""standard disclaimer""	|I wish, I wish, I wish you'd care - B.B. 1983	|
",1
"From: baez@guitar.ucr.edu (john baez)
Subject: End of the Space Age
Article-I.D.: galaxy.29034
Organization: University of California, Riverside
Lines: 82
Nntp-Posting-Host: guitar.ucr.edu

There is an interesting opinion piece in the business section of today's
LA Times (Thursday April 15, 1993, p. D1).  I thought I'd post it to
stir up some flame wars - I mean reasoned debate.  Let me preface it by
saying that I largely agree that the ""Space Age"" in the romantic sense
of several decades ago is over, and that projects like the space station
miss the point at this time.  Reading, for example, ""What's New"" -
the weekly physics update we get here on the net - it's clear that the
romance of the day lies in the ever more fine-grained manipulation of
matter: by which I include biotechnology, condensed matter physics (with
its spinoffs in computer hardware and elsewhere), and the amazing things
people are doing with individual atoms these days.  To a large extent, I
think, the romance some people still have with space is a matter of
nostalgia.  I feel sure that someday we - or more precisely, our ""mind
children"" - will spread across space (unless we wipe ourselves out); but
I think that *manned* space exploration is not what is exciting about
what we can do *now*.   

Anyway, let me quote some of this article, but not all...


SPACE AGE GLORY FADES FROM VIEW

Micheal Schrage (writer, consultant, and research associate at MIT)

At 35, America's Space Age won't have to suffer through the angst of a
midlife crisis.

The reason is that the Space Age is already dead.  The technologies no
longer define our times, and the public has grown weary of the multibillion
-dollar celestial investments that yield minimal psychic or economic
rewards.  

Space exploration has mutated from a central focuse of America's science
and technology debate into a peripheral issue.  Speace is not a
meaningful part of the ongoing industrial competitiveness debate, our
technology infrastructure discussions or even our defense conversion
policy.  

To be sure, America should continue to invest in satellite technologies
for telecommunications and remote sensing - cheap deep-space probes
would be nice too - but the ideal of space as a meaningful driver of
scientific and industrial innovation is now dead.

.....

Before the change in administrations, it would have been foolish to
write an obituary for the Space Age.  The Bush White House aggressively
supported the space program and proposed spending well over $30 billion
to build space station Freedom alone.

Even as he proposed budget cuts in other science and technology domains,
Office of Management and Budget Director Richard Darman was an outspoken
public champion of big-ticket space expenditures.  The reality that much
of the civilian space program - from the shuttle to the Hubble telescope
to the space station - was poorly conceived and unimpressively
implemented did not seem to matter much.

Political inertia and a nostalgic sense of futurism - not a coherent
vision or cost-effective sensibilities - determined multibillion-dollar
space budgets.

Indeed, with few notable exceptions, such as Voyager, the post-Apollo
era is the story of the gold-plated porkification of space exploration
with programs and promises that delivered less for more and more.  

......

While the Clinton Administration has kept on the highly regarded Daniel
Goldin as administrator of the National Aeronautics and Space
Administration, it seems clear that space exploration is not being
positioned as either a symbolic or substantive centerpiece of America's
technological prowess.  The space station budget has - rightly - been
slashed.  Space is virtually ignored when the Administration champions
its competitiveness agenda.

......

""I wish this had happened 10 years ago instead of starting to happen
now,"" says Bruce Murray, a Caltech professor who ran NASA's Jet
Propulsion Lab in Pasadena.  ""We've put off a lot of things we shouldn't
have.... I would rather see a $10-billion NASA doing well than a
$40-billion one filled with white elephants.""
",1
"From: dietz@cs.rochester.edu (Paul Dietz)
Subject: Re: nuclear waste
Organization: University of Rochester
Lines: 41

In article <843@rins.ryukoku.ac.jp> will@rins.ryukoku.ac.jp (William Reiken) writes:

>> The real reason why accelerator breeders or incinerators are not being
>> built is that there isn't any reason to do so.  Natural uranium is
>> still too cheap, and geological disposal of actinides looks
>> technically reasonable.
>>
>
>	November/December, 1987 page 21 - ""Science and Technology in Japan"".
>			Seawater Uranium Recovery Experiment
>	""The ground uranium reserves are estimated at about 3.6 million tons,
> and it is anticipated that the demand and supply balance will collapse by the
> end of the 20th century.  In Japan, a resources poor country, technological
> development are now under way to economically collect uranium dissolved in
> seawater.  The total quanity of uranium dissolved in seawater is estimated
> to be about 4.6 billion tons, a huge amount when compared with ground uranium
> reserves.......""


I hate to pour cold water on this, but currently seawater extracted
uranium, even using the new, improved fiber absorbers from Japan, is
about 20 times more expensive than uranium on the spot market.
Uranium is *very* cheap right now, around $10/lb.  Right now, there
are mines closing because they can't compete with places like Cigar
Lake in Canada (where the ore is so rich they present safety hazards
to the mines, who work in shielded vehicles).  Plenty of other sources
(for example, uranium from phosphate processing) would come on line before
uranium reached $200/lb.

""Demand and supply balance will collapse"" is nonsense.  Supply and
demand always balance; what changes is the price.  Is uranium going
to increase in price by a factor of 20 by the end of the century?
Not bloody likely.  New nuclear reactors are not being built
at a sufficient rate.

Uranium from seawater is interesting, but it's a long term project, or
a project that the Japanese might justify on grounds of
self-sufficiency.

	Paul F. Dietz
	dietz@cs.rochester.edu
",1
"From: keith@cco.caltech.edu (Keith Allan Schneider)
Subject: Re: <Political Atheists?
Organization: California Institute of Technology, Pasadena
Lines: 44
NNTP-Posting-Host: punisher.caltech.edu

bobbe@vice.ICO.TEK.COM (Robert Beauchaine) writes:

>>But, you don't know that capital punishment is wrong, so it isn't the same
>>as shooting.  A better analogy would be that you continue to drive your car,
>>realizing that sooner or later, someone is going to be killed in an automobile
>>accident.  You *know* people get killed as a result of driving, yet you
>>continue to do it anyway.
>Uh uh.  You do not know that you will be the one to do the
>killing.  I'm not sure I'd drive a car if I had sufficient evidence to
>conclude that I would necessarily kill someone during my lifetime.

Yes, and everyone thinks as you do.  No one thinks that he is going to cause
or be involved in a fatal accident, but the likelihood is surprisingly high.
Just because you are the man on the firing squad whose gun is shooting
blanks does not mean that you are less guilty.

>I don't know about Jon, but I say *ALL* taking of human life is
>murder.  And I say murder is wrong in all but one situation:  when
>it is the only action that will prevent another murder, either of
>myself or another.

You mean that killing is wrong in all but one situtation?  And, you should
note that that situation will never occur.  There are always other options
thank killing.  Why don't you just say that all killing is wrong.  This
is basically what you are saying.

>I'm getting a bit tired of your probabilistic arguments.

Are you attempting to be condescending?

>That the system usually works pretty well is small consolation to
>the poor innocent bastard getting the lethal injection.  Is your
>personal value of human life based solely on a statistical approach?
>You sound like an unswerving adherent to the needs of the many
>outweighing the needs of the few, so fuck the few.

But, most people have found the risk to be acceptable.  You are probably
much more likely to die in a plane crash, or even using an electric
blender, than you are to be executed as an innocent.  I personally think
that the risk is acceptable, but in an ideal moral system, no such risk
is acceptable.  ""Acceptable"" is the fudge factor necessary in such an
approximation to the ideal.

keith
",0
"From: sandvik@newton.apple.com (Kent Sandvik)
Subject: Re: islamic genocide
Organization: Cookamunga Tourist Bureau
Lines: 21

> O.K., so pick former Yugoslavia instead and say their problems are caused
> by communism, it doesn't really matter.  But I guess religious leaders are
> calling for an end to that, too, so it can't be religiously motivated.  This
> despite the fact that the Christians carve crosses in dead Muslims chests.
> Maybe they just want land.  Maybe its something else they want.  Maybe the
> cross carvings are just accidental.  I don't know.  Just looks suspicious.

Most likely the tragic situation in Bosnia is a combination of ethnical
and religious motives, where religion is just one attribute that separates
the groups from each other.

But I must agree that the sad saga in Bosnia is a terrible example
of a case where religion is not helping, instead it is used as a weapon
against other humans. And my sympathies are mostly on the Bosnian side,
it looks like the Serbs are the oppressors, willing to use even
Christianity as a weapon against their former friends.

Cheers,
Kent
---
sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net.
",0
"From: prb@access.digex.com (Pat)
Subject: Re: Why DC-1 will be the way of the future.
Organization: Express Access Online Communications USA
Lines: 12
NNTP-Posting-Host: access.digex.net

In article <1993Apr22.164801.7530@julian.uwo.ca> jdnicoll@prism.ccs.uwo.ca (James Davis Nicoll) writes:
>	Hmmm. I seem to recall that the attraction of solid state record-
>players and radios in the 1960s wasn't better performance but lower
>per-unit cost than vacuum-tube systems.
>


I don't think so at first,  but solid state offered  better reliabity,
id bet,  and any lower costs would be only after the processes really scaled up.

pat

",1
"From: qpliu@ernie.Princeton.EDU (q.p.liu)
Subject: Re: A visit from the Jehovah's Witnesses
Originator: news@nimaster
Nntp-Posting-Host: ernie.princeton.edu
Reply-To: qpliu@princeton.edu
Organization: Princeton University
Lines: 34

In article <1993Apr5.091139.823@batman.bmd.trw.com> jbrown@batman.bmd.trw.com writes:
>In article <16BA5DA01.I3150101@dbstu1.rz.tu-bs.de>, I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau) writes:
>> But could you give a definition of free will? Especially in the
>> presence of an omniscient being?

>""Will"" is ""self-determination"".  In other words, God created conscious
>beings who have the ability to choose between moral choices independently
>of God.  All ""will"", therefore, is ""free will"".

So these hypothetical conscious beings can ignore any influences of
their circumstances (their genetics, their environment, their experiences)
which are not all self-determined?

(Of course, the idea of Hell makes the idea of ""free will"" dubious.
On the other hand, the idea of Hell is not a very powerful idea.

	""A Parable for You

	""There was once our main character who blah blah blah.
	""One day, a thug pointed a mean looking gun at OMC, and
said, 'Do what I say, or I'm blasting you to hell.'
	""OMC thought, 'If I believe this thug, and follow the
instructions that will be given, I'll avoid getting blasted to
hell.  On the other hand, if I believe this thug, and do not
follow the instructions that will be given, I'll get blasted to
hell.  Hmm... the more attractive choice is obvious, I'll
follow the instructions.'  Now, OMC found the choice obvious
because everything OMC had learned about getting blasted to
hell made it appear very undesirable.
	""But then OMC noticed that the thug's gun wasn't a real
gun.  The thug's threats were make believe.
	""So OMC ignored the thug and resumed blah blah blah."")
-- 
qpliu@princeton.edu           Standard opinion: Opinions are delta-correlated.
",0
"From: gene@theporch.raider.net (Gene Wright)
Subject: Why not give $1 billion to first year-long moon residents?
Organization: The MacInteresteds of Nashville, Tn.
Lines: 12

With the continuin talk about the ""End of the Space Age"" and complaints 
by government over the large cost, why not try something I read about 
that might just work.

Announce that a reward of $1 billion would go to the first corporation 
who successfully keeps at least 1 person alive on the moon for a year. 
Then you'd see some of the inexpensive but not popular technologies begin 
to be developed. THere'd be a different kind of space race then!

--
  gene@theporch.raider.net (Gene Wright)
theporch.raider.net  615/297-7951 The MacInteresteds of Nashville
",1
"From: nsmca@aurora.alaska.edu
Subject: Old Spacecraft as NAvigation Beacons!
Article-I.D.: aurora.1993Apr21.001555.1
Organization: University of Alaska Fairbanks
Lines: 8
Nntp-Posting-Host: acad3.alaska.edu

Other idea for old space crafts is as navigation beacons and such..
Why not?? If you can put them on ""safe"" ""pause"" mode.. why not have them be
activated by a signal from a space craft (manned?) to act as a naviagtion
beacon, to take a directional plot on??

Wierd or what?
==
Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked
",1
"Subject: Re: There must be a creator! (Maybe)
From: halat@pooh.bears (Jim Halat)
Reply-To: halat@pooh.bears (Jim Halat)
Lines: 24

In article <16BA1E927.DRPORTER@SUVM.SYR.EDU>, DRPORTER@SUVM.SYR.EDU (Brad Porter) writes:
>
>   Science is wonderful at answering most of our questions.  I'm not the type
>to question scientific findings very often, but...  Personally, I find the
>theory of evolution to be unfathomable.  Could humans, a highly evolved,
>complex organism that thinks, learns, and develops truly be an organism
>that resulted from random genetic mutations and natural selection?

[...stuff deleted...]

Computers are an excellent example...of evolution without ""a"" creator.
We did not ""create"" computers.  We did not create the sand that goes
into the silicon that goes into the integrated circuits that go into
processor board.  We took these things and put them together in an
interesting way. Just like plants ""create"" oxygen using light through 
photosynthesis.  It's a much bigger leap to talk about something that
created ""everything"" from nothing.  I find it unfathomable to resort
to believing in a creator when a much simpler alternative exists: we
simply are incapable of understanding our beginnings -- if there even
were beginnings at all.  And that's ok with me.  The present keeps me
perfectly busy.

-jim halat

",0
"From: prb@access.digex.com (Pat)
Subject: Re: nuclear waste
Organization: Express Access Online Communications USA
Lines: 45
NNTP-Posting-Host: access.digex.net

In article <1993Apr6.125608.7506@mksol.dseg.ti.com> mccall@mksol.dseg.ti.com (fred j mccall 575-3539) writes:
|In <1993Apr2.150038.2521@cs.rochester.edu> dietz@cs.rochester.edu (Paul Dietz) writes:
|>>
|>>Paul, quite frankly I'll believe that this is really going to work on
|>>the typical trash one needs to process when I see them put a couple
|>>tons in one end and get (relatively) clean material out the other end,
|>>plus be able to run it off its own residual power.  Sounds almost like
|>>perpetual motion, doesn't it?
|
|I will believe that this process comes even close to approaching
|technological and economic feasibility (given the mixed nature of the
|trash that will have to be run through it as opposed to the costs of
|separating things first and having a different 'run' for each
|actinide) when I see them dump a few tons in one end and pull
|(relatively) clean material out the other.  Once the costs,
|technological risks, etc., are taken into account I still class this
|one with the idea of throwing waste into the sun.  Sure, it's possible
|and the physics are well understood, but is it really a reasonable
|approach? 
|

How is it ever going to be an Off- the Shelf Technology if someone doesn't
do it?  Maybe we should do this as part of the SSF design goals. ;-)

Gee fred.  After your bitter defense of 20 KHz power as a Basic technology
for SSF, Id think you would support a minor research program like this.

And does anyone who knows more Particle physics then me,  know if the IPNS
could Prove this technology?

|
|>The real reason why accelerator breeders or incinerators are not being
|>built is that there isn't any reason to do so.  Natural uranium is
|>still too cheap, and geological disposal of actinides looks
|>technically reasonable.
|

It may also help there is political gridlock on the entire
nuclear technical agenda.  There were big political opponenents to
Fast Breeder Technologies.  WIPP is being fought to death in Courts.
Even if you could make a nuclear incinerator, do you really think
even Deaf SMith County Nevada would accept it?  NIMBY'ism rules
nuclear power concerns.  Only the medical community has been
able to overrule  nuclear  technology opposition. 

",1
